Unnamed: 0.1,tower,lat,lon,orbit,scene,tile,time_UTC,date_UTC,doy,time_solar,AOT,COT,vapor_gccm,ozone_cm,SZA,KG,Unnamed: 0,lat_Y,lon_Y,orbit_Y,scene_Y,tile_Y,time_UTC_Y,time_solar_Y,BESSinst,ESI,ESIdaily,ESIdailyUncertainty,ETdaily,ETdailyUncertainty,ETinstUncertainty,EmisWB,GPP,LST,LST_err,MOD16inst,NDVI-UQ,PET,PTJPLSMcanopy,PTJPLSMinst,PTJPLSMinterception,PTJPLSMsoil,RH,Rg,Rn,SM,STICcanopy,STICinst,Ta,WUE,albedo-UQ,height,radiance_1,radiance_2,radiance_3,radiance_4,radiance_5,view_zenith,year,Ta_C,ST_K,NDVI,albedo,ST_C,elevation_km,Ra,UV,VIS,NIR,VISdiff,NIRdiff,VISdir,NIRdir,SWout,LWin,LWout,hour_of_day,Topt,fAPARmax
97,US-PFi,45.9749,-90.2327,5223,8,15TYL,2019-06-07 00:00:00,2019-06-07,158,2019-06-06 17:59:04.152,0.0843876153230667,0.005616093520075,2.1154167652130127,0.3176865875720978,73.82036502146819,4.0,3746,45.9749,-90.2327,5223,8,15TYL,6/7/19 20:09,08:05.2,385.87808,1.0,1.0,0.00576,6.49186065,0.0576,111.163994,0.944,50.0,295.32,1.92,628.6612,,533.57776,0.0,533.57776,0.9486971,0.05130288,1.0,188.8064687638341,165.41213448789483,0.316995,0.0,353.85666,26.249622,0.0,,455.47635,,8.046599,,8.505112,7.4719634,26.62207,2019,26.249622,295.32,0.8434593,0.13756616,22.17,3.058,360.4188366058072,11.224000970608248,81.37237964024018,95.72100261392708,34.19378415000579,20.62976142954773,47.17859549023439,75.09124118437934,25.973380891000605,409.72920836125246,407.1501617461912,17,0.0,0.4958
98,US-PFi,45.9749,-90.2327,5223,8,15TYL,2019-06-07 00:00:00,2019-06-07,158,2019-06-06 17:59:04.152,0.0843876153230667,0.005616093520075,2.1154167652130127,0.3176865875720978,73.82036502146819,4.0,3747,45.9749,-90.2327,5223,8,15TYM,6/7/19 20:09,08:05.2,382.8143,0.45709842,1.0,0.00576,5.811976,0.0576,142.21622,0.948,50.0,295.04,1.92,619.648,,532.2225,0.66630906,244.41197,0.27552903,0.05699917,0.59969515,188.8064687638341,140.2437617796752,0.29003426,0.9228867,313.80856,26.372717,0.0,,452.0166,,8.014525,,8.521405,7.478314,26.622782,2019,26.372717,295.04,0.8434593,0.13756616,21.89,3.058,360.4188366058072,11.224000970608248,81.37237964024018,95.72100261392708,34.19378415000579,20.62976142954773,47.17859549023439,75.09124118437934,25.973380891000605,384.7375937998719,407.3269198930302,17,0.0,0.4958
99,US-PFi,45.9749,-90.2327,5238,8,15TYL,2019-06-08 00:00:00,2019-06-08,159,2019-06-07 17:59:04.152,0.0965044051408767,-0.0004203800926916,2.3845365047454834,0.3157349228858948,73.7474056294248,4.0,3749,45.9749,-90.2327,5238,8,15TYL,6/8/19 19:20,19:04.2,346.8706,0.43127066,1.0,0.003,4.1192738,0.03,152.32666,0.978,50.0,301.62,1.0,613.1748,,508.86728,0.64132935,219.28322,0.26022786,0.09842342,0.5850781,229.84844330138017,105.97581152011612,0.4229742,0.50651604,264.85635,24.168482,0.0,,454.69083,,9.212444,,9.571567,8.655699,4.317451,2019,24.168482,301.62,0.8563288,0.13638459,28.47,3.058,361.9152366874126,12.216105269125622,95.5404122916669,122.44680116741333,29.33048532871912,12.327979653472823,66.20992696294778,110.1188215139405,31.34778570179698,366.4517868127286,458.97663289219565,17,0.0,0.4958
100,US-PFi,45.9749,-90.2327,5238,8,15TYL,2019-06-08 00:00:00,2019-06-08,159,2019-06-07 17:59:04.152,0.0965044051408767,-0.0004203800926916,2.3845365047454834,0.3157349228858948,73.7474056294248,4.0,3750,45.9749,-90.2327,5238,8,15TYM,6/8/19 19:20,19:04.2,348.91095,0.49383315,1.0,0.003,4.1694769,0.03,152.64142,0.976,50.0,301.78,1.0,637.5666,,527.63666,0.72863203,261.71237,0.21323709,0.050725676,0.57616425,229.84844330138017,103.35603322722716,0.24887432,0.5083348,269.97147,23.920527,0.0,,452.63742,,9.169218,,9.590988,8.660172,4.313613,2019,23.920527,301.78,0.8563288,0.13638459,28.63,3.058,361.9152366874126,12.216105269125622,95.5404122916669,122.44680116741333,29.33048532871912,12.327979653472823,66.20992696294778,110.1188215139405,31.34778570179698,363.8660791562961,459.0107035286521,17,0.0,0.4958
101,US-PFi,45.9749,-90.2327,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:04.152,0.2256709635257721,152.4130401611328,3.028116703033448,0.3631691336631775,73.36666962648071,4.0,3765,45.9749,-90.2327,5345,8,15TYL,6/15/19 16:46,45:39.2,335.94925,0.51454383,1.0,0.0036,5.022408,0.036000002,243.40646,0.976,50.0,290.78,1.2,683.38495,,506.01743,0.80802435,260.2052,0.14720927,0.02451735,0.52672166,6.045218716582903,0.0,0.2887843,0.0,2.1859207,16.574501,0.0,,455.99408,,7.512457,,8.116361,7.436826,10.488639,2019,16.574501,290.78,0.90343094,0.047746126,17.63,3.058,369.64480472690974,0.5902506531633652,3.4942611447515413,1.94607361147562,3.194119392328683,1.9454831967916573,0.3001417524228582,0.0005904146839625,0.2886357745395256,309.7582885164527,395.6572470446253,17,0.0,0.4958
102,US-PFi,45.9749,-90.2327,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:04.152,0.2256709635257721,152.4130401611328,3.028116703033448,0.3631691336631775,73.36666962648071,4.0,3766,45.9749,-90.2327,5345,8,15TYL,6/15/19 16:46,45:39.2,335.94925,0.51454383,1.0,0.0036,5.022408,0.036000002,243.40646,0.976,50.0,290.78,1.2,683.38495,,506.01743,0.80802435,260.2052,0.14720927,0.02451735,0.52672166,6.045218716582903,0.0,0.2887843,0.0,2.1859207,16.574501,0.0,,455.99408,,7.512457,,8.116361,7.436826,10.488639,2019,16.574501,290.78,0.90343094,0.047746126,17.63,3.058,369.64480472690974,0.5902506531633652,3.4942611447515413,1.94607361147562,3.194119392328683,1.9454831967916573,0.3001417524228582,0.0005904146839625,0.2886357745395256,309.7582885164527,395.6572470446253,17,0.0,0.4958
103,US-PFi,45.9749,-90.2327,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:04.152,0.2256709635257721,152.4130401611328,3.028116703033448,0.3631691336631775,73.36666962648071,4.0,3767,45.9749,-90.2327,5345,8,15TYM,6/15/19 16:46,45:39.2,335.76776,0.49576268,1.0,0.0036,4.905733,0.036000002,243.78621,0.976,50.0,290.74,1.2,681.69257,,496.74112,0.7970638,244.81667,0.17670566,0.027041633,0.54626006,6.045218716582903,0.0,0.31057054,0.0,2.112666,15.926018,0.0,,452.07437,,7.512457,,8.116361,7.4302406,10.498766,2019,15.926018,290.74,0.90343094,0.047746126,17.59,3.058,369.64480472690974,0.5902506531633652,3.4942611447515413,1.94607361147562,3.194119392328683,1.9454831967916573,0.3001417524228582,0.0005904146839625,0.2886357745395256,306.9078861402785,395.4395838688933,17,0.0,0.4958
104,US-PFi,45.9749,-90.2327,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:04.152,0.2256709635257721,152.4130401611328,3.028116703033448,0.3631691336631775,73.36666962648071,4.0,3768,45.9749,-90.2327,5345,8,15TYM,6/15/19 16:46,45:39.2,335.76776,0.49576268,1.0,0.0036,4.905733,0.036000002,243.78621,0.976,50.0,290.74,1.2,681.69257,,496.74112,0.7970638,244.81667,0.17670566,0.027041633,0.54626006,6.045218716582903,0.0,0.31057054,0.0,2.112666,15.926018,0.0,,452.07437,,7.512457,,8.116361,7.4302406,10.498766,2019,15.926018,290.74,0.90343094,0.047746126,17.59,3.058,369.64480472690974,0.5902506531633652,3.4942611447515413,1.94607361147562,3.194119392328683,1.9454831967916573,0.3001417524228582,0.0005904146839625,0.2886357745395256,306.9078861402785,395.4395838688933,17,0.0,0.4958
105,US-PFi,45.9749,-90.2327,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:04.152,0.2256709635257721,152.4130401611328,3.028116703033448,0.3631691336631775,73.36666962648071,4.0,3771,45.9749,-90.2327,5348,5,15TYL,6/15/19 21:37,36:44.2,240.99557,0.50102544,1.0,0.00348,4.3811171,0.034799997,135.09154,0.976,50.0,293.06,1.16,373.5355,,286.4,0.8075864,145.4338,0.15989009,0.02438518,0.53509474,6.045218716582903,0.0,0.29345745,0.0,2.205627,18.586798,0.0,,454.11182,,7.8197093,,8.393753,7.6291547,26.13902,2019,18.586798,293.06,0.90343094,0.047746126,19.91,3.058,369.64480472690974,0.5902506531633652,3.4942611447515413,1.94607361147562,3.194119392328683,1.9454831967916573,0.3001417524228582,0.0005904146839625,0.2886357745395256,323.1942927680665,408.213325149252,17,0.0,0.4958
106,US-PFi,45.9749,-90.2327,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:04.152,0.2256709635257721,152.4130401611328,3.028116703033448,0.3631691336631775,73.36666962648071,4.0,3772,45.9749,-90.2327,5348,5,15TYL,6/15/19 21:37,36:44.2,240.99557,0.50102544,1.0,0.00348,4.3811171,0.034799997,135.09154,0.976,50.0,293.06,1.16,373.5355,,286.4,0.8075864,145.4338,0.15989009,0.02438518,0.53509474,6.045218716582903,0.0,0.29345745,0.0,2.205627,18.586798,0.0,,454.11182,,7.8197093,,8.393753,7.6291547,26.13902,2019,18.586798,293.06,0.90343094,0.047746126,19.91,3.058,369.64480472690974,0.5902506531633652,3.4942611447515413,1.94607361147562,3.194119392328683,1.9454831967916573,0.3001417524228582,0.0005904146839625,0.2886357745395256,323.1942927680665,408.213325149252,17,0.0,0.4958
107,US-PFi,45.9749,-90.2327,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:04.152,0.2256709635257721,152.4130401611328,3.028116703033448,0.3631691336631775,73.36666962648071,4.0,3773,45.9749,-90.2327,5348,5,15TYM,6/15/19 21:37,36:44.2,238.21461,0.5073834,1.0,0.00348,4.25376395,0.034799997,135.62628,0.972,50.0,293.08,1.16,373.24667,,284.41724,0.80749714,145.18227,0.1654935,0.025952771,0.5395302,6.045218716582903,0.0,0.27561855,0.0,2.0999324,18.286896,0.0,,454.11182,,7.8197093,,8.393753,7.637472,26.13902,2019,18.286896,293.08,0.90343094,0.047746126,19.93,3.058,369.64480472690974,0.5902506531633652,3.4942611447515413,1.94607361147562,3.194119392328683,1.9454831967916573,0.3001417524228582,0.0005904146839625,0.2886357745395256,321.5249069856539,406.6513091234521,17,0.0,0.4958
108,US-PFi,45.9749,-90.2327,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:04.152,0.2256709635257721,152.4130401611328,3.028116703033448,0.3631691336631775,73.36666962648071,4.0,3774,45.9749,-90.2327,5348,5,15TYM,6/15/19 21:37,36:44.2,238.21461,0.5073834,1.0,0.00348,4.25376395,0.034799997,135.62628,0.972,50.0,293.08,1.16,373.24667,,284.41724,0.80749714,145.18227,0.1654935,0.025952771,0.5395302,6.045218716582903,0.0,0.27561855,0.0,2.0999324,18.286896,0.0,,454.11182,,7.8197093,,8.393753,7.637472,26.13902,2019,18.286896,293.08,0.90343094,0.047746126,19.93,3.058,369.64480472690974,0.5902506531633652,3.4942611447515413,1.94607361147562,3.194119392328683,1.9454831967916573,0.3001417524228582,0.0005904146839625,0.2886357745395256,321.5249069856539,406.6513091234521,17,0.0,0.4958
109,US-PFi,45.9749,-90.2327,5363,6,15TYL,2019-06-16 00:00:00,2019-06-16,167,2019-06-15 17:59:04.152,0.0626715794205665,1.2838003635406494,1.424175500869751,0.3380210399627685,73.33103741242788,4.0,3776,45.9749,-90.2327,5363,6,15TYL,6/16/19 20:48,47:09.2,,,,,,,,0.98,,294.7,1.44,,,,,,,,,209.85905034443584,,,,,,,,455.08438,,7.978589,,8.506513,7.659807,8.515199,2019,,294.7,0.9171205,0.0655496,21.55,3.058,370.3551244327651,12.346815613147829,94.08386588801096,103.61819505562804,43.348258028457806,101.96196812886691,50.73560785955314,1.6562269267611214,13.756176806457631,,419.1387341636923,17,0.0,0.4958
110,US-PFi,45.9749,-90.2327,5363,6,15TYL,2019-06-16 00:00:00,2019-06-16,167,2019-06-15 17:59:04.152,0.0626715794205665,1.2838003635406494,1.424175500869751,0.3380210399627685,73.33103741242788,4.0,3777,45.9749,-90.2327,5363,6,15TYM,6/16/19 20:48,47:09.2,,,,,,,,0.974,,294.96,1.44,,,,,,,,,209.85905034443584,,,,,,,,452.1135,,7.955998,,8.488877,7.6712375,8.521053,2019,,294.96,0.9171205,0.0655496,21.81,3.058,370.3551244327651,12.346815613147829,94.08386588801096,103.61819505562804,43.348258028457806,101.96196812886691,50.73560785955314,1.6562269267611214,13.756176806457631,,418.0446151401992,17,0.0,0.4958
111,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,3783,45.9749,-90.2327,5406,8,15TYL,6/19/19 15:05,04:31.2,318.335,0.4312826,1.0,0.00384,5.60888875,0.038399998,122.53025,0.966,50.0,289.64,1.28,514.2672,,391.33478,0.69103134,169.27307,0.28953716,0.0,0.5958131,13.92024942527958,0.0,0.33744952,0.7640247,325.01245,17.9711,0.0,,454.70203,,7.2915797,,7.908243,7.1984572,3.0670576,2019,17.9711,289.64,0.93079,0.11526441,16.49,3.058,371.8932829208888,1.1676234666890013,7.199445874385471,5.531916133600775,6.581660623577717,5.529859950440879,0.6177852508077537,0.0020561831598957,1.60450933705769,323.07518829572376,385.4982936110381,17,0.0,0.4958
112,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,3784,45.9749,-90.2327,5406,8,15TYL,6/19/19 15:05,04:31.2,318.335,0.4312826,1.0,0.00384,5.60888875,0.038399998,122.53025,0.966,50.0,289.64,1.28,514.2672,,391.33478,0.69103134,169.27307,0.28953716,0.0,0.5958131,13.92024942527958,0.0,0.33744952,0.7640247,325.01245,17.9711,0.0,,454.70203,,7.2915797,,7.908243,7.1984572,3.0670576,2019,17.9711,289.64,0.93079,0.11526441,16.49,3.058,371.8932829208888,1.1676234666890013,7.199445874385471,5.531916133600775,6.581660623577717,5.529859950440879,0.6177852508077537,0.0020561831598957,1.60450933705769,323.07518829572376,385.4982936110381,17,0.0,0.4958
113,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,3785,45.9749,-90.2327,5406,8,15TYL,6/19/19 15:05,04:31.2,318.335,0.4312826,1.0,0.00384,5.60888875,0.038399998,122.53025,0.966,50.0,289.64,1.28,514.2672,,391.33478,0.69103134,169.27307,0.28953716,0.0,0.5958131,13.92024942527958,0.0,0.33744952,0.7640247,325.01245,17.9711,0.0,,454.70203,,7.2915797,,7.908243,7.1984572,3.0670576,2019,17.9711,289.64,0.93079,0.11526441,16.49,3.058,371.8932829208888,1.1676234666890013,7.199445874385471,5.531916133600775,6.581660623577717,5.529859950440879,0.6177852508077537,0.0020561831598957,1.60450933705769,323.07518829572376,385.4982936110381,17,0.0,0.4958
114,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,3786,45.9749,-90.2327,5406,8,15TYM,6/19/19 15:05,04:31.2,295.51773,0.43081468,1.0,0.00384,5.4216398,0.038399998,120.386055,0.966,50.0,289.38,1.28,496.20395,,371.5191,0.655604,159.9226,0.32223564,0.01942364,0.6087482,13.92024942527958,0.0,0.3004109,0.74953955,314.58987,17.175482,0.0,,451.70813,,7.2593307,,7.898042,7.1941853,1.8842242,2019,17.175482,289.38,0.93079,0.11526441,16.23,3.058,371.8932829208888,1.1676234666890013,7.199445874385471,5.531916133600775,6.581660623577717,5.529859950440879,0.6177852508077537,0.0020561831598957,1.60450933705769,318.605124962045,384.1159613630265,17,0.0,0.4958
115,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,3787,45.9749,-90.2327,5406,8,15TYM,6/19/19 15:05,04:31.2,295.51773,0.43081468,1.0,0.00384,5.4216398,0.038399998,120.386055,0.966,50.0,289.38,1.28,496.20395,,371.5191,0.655604,159.9226,0.32223564,0.01942364,0.6087482,13.92024942527958,0.0,0.3004109,0.74953955,314.58987,17.175482,0.0,,451.70813,,7.2593307,,7.898042,7.1941853,1.8842242,2019,17.175482,289.38,0.93079,0.11526441,16.23,3.058,371.8932829208888,1.1676234666890013,7.199445874385471,5.531916133600775,6.581660623577717,5.529859950440879,0.6177852508077537,0.0020561831598957,1.60450933705769,318.605124962045,384.1159613630265,17,0.0,0.4958
116,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,3788,45.9749,-90.2327,5406,8,15TYM,6/19/19 15:05,04:31.2,295.51773,0.43081468,1.0,0.00384,5.4216398,0.038399998,120.386055,0.966,50.0,289.38,1.28,496.20395,,371.5191,0.655604,159.9226,0.32223564,0.01942364,0.6087482,13.92024942527958,0.0,0.3004109,0.74953955,314.58987,17.175482,0.0,,451.70813,,7.2593307,,7.898042,7.1941853,1.8842242,2019,17.175482,289.38,0.93079,0.11526441,16.23,3.058,371.8932829208888,1.1676234666890013,7.199445874385471,5.531916133600775,6.581660623577717,5.529859950440879,0.6177852508077537,0.0020561831598957,1.60450933705769,318.605124962045,384.1159613630265,17,0.0,0.4958
117,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,3792,45.9749,-90.2327,5409,4,15TYL,6/19/19 19:56,55:09.2,180.75648,0.46119517,1.0,0.00444,4.36186245,0.0444,158.09473,0.958,48.87164,292.88,1.48,578.7832,,465.89093,0.76655334,212.32352,0.22043313,0.0,0.56659,13.92024942527958,0.0,0.3210976,0.8039156,288.98953,20.763783,0.0,,454.15146,,7.604979,,8.240136,7.364286,16.471087,2019,20.763783,292.88,0.93079,0.11526441,19.73,3.058,371.8932829208888,1.1676234666890013,7.199445874385471,5.531916133600775,6.581660623577717,5.529859950440879,0.6177852508077537,0.0020561831598957,1.60450933705769,340.1941705646534,399.7012909409876,17,0.0,0.4958
118,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,3793,45.9749,-90.2327,5409,4,15TYL,6/19/19 19:56,55:09.2,180.75648,0.46119517,1.0,0.00444,4.36186245,0.0444,158.09473,0.958,48.87164,292.88,1.48,578.7832,,465.89093,0.76655334,212.32352,0.22043313,0.0,0.56659,13.92024942527958,0.0,0.3210976,0.8039156,288.98953,20.763783,0.0,,454.15146,,7.604979,,8.240136,7.364286,16.471087,2019,20.763783,292.88,0.93079,0.11526441,19.73,3.058,371.8932829208888,1.1676234666890013,7.199445874385471,5.531916133600775,6.581660623577717,5.529859950440879,0.6177852508077537,0.0020561831598957,1.60450933705769,340.1941705646534,399.7012909409876,17,0.0,0.4958
119,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,3794,45.9749,-90.2327,5409,4,15TYL,6/19/19 19:56,55:09.2,180.75648,0.46119517,1.0,0.00444,4.36186245,0.0444,158.09473,0.958,48.87164,292.88,1.48,578.7832,,465.89093,0.76655334,212.32352,0.22043313,0.0,0.56659,13.92024942527958,0.0,0.3210976,0.8039156,288.98953,20.763783,0.0,,454.15146,,7.604979,,8.240136,7.364286,16.471087,2019,20.763783,292.88,0.93079,0.11526441,19.73,3.058,371.8932829208888,1.1676234666890013,7.199445874385471,5.531916133600775,6.581660623577717,5.529859950440879,0.6177852508077537,0.0020561831598957,1.60450933705769,340.1941705646534,399.7012909409876,17,0.0,0.4958
120,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,3795,45.9749,-90.2327,5409,4,15TYM,6/19/19 19:56,55:09.2,178.24013,0.52398956,1.0,0.00444,4.89679585,0.0444,150.32321,0.966,46.593487,292.88,1.48,567.8174,,464.12344,0.8347744,242.589,0.1494453,0.015780304,0.52917546,13.92024942527958,0.0,0.24653013,0.7923127,401.42532,21.89538,0.0,,453.2375,,7.636679,,8.265382,7.445116,16.46922,2019,21.89538,292.88,0.93079,0.11526441,19.73,3.058,371.8932829208888,1.1676234666890013,7.199445874385471,5.531916133600775,6.581660623577717,5.529859950440879,0.6177852508077537,0.0020561831598957,1.60450933705769,345.3459719205027,403.0390887776556,17,0.0,0.4958
121,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,3796,45.9749,-90.2327,5409,4,15TYM,6/19/19 19:56,55:09.2,178.24013,0.52398956,1.0,0.00444,4.89679585,0.0444,150.32321,0.966,46.593487,292.88,1.48,567.8174,,464.12344,0.8347744,242.589,0.1494453,0.015780304,0.52917546,13.92024942527958,0.0,0.24653013,0.7923127,401.42532,21.89538,0.0,,453.2375,,7.636679,,8.265382,7.445116,16.46922,2019,21.89538,292.88,0.93079,0.11526441,19.73,3.058,371.8932829208888,1.1676234666890013,7.199445874385471,5.531916133600775,6.581660623577717,5.529859950440879,0.6177852508077537,0.0020561831598957,1.60450933705769,345.3459719205027,403.0390887776556,17,0.0,0.4958
122,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,3797,45.9749,-90.2327,5409,4,15TYM,6/19/19 19:56,55:09.2,178.24013,0.52398956,1.0,0.00444,4.89679585,0.0444,150.32321,0.966,46.593487,292.88,1.48,567.8174,,464.12344,0.8347744,242.589,0.1494453,0.015780304,0.52917546,13.92024942527958,0.0,0.24653013,0.7923127,401.42532,21.89538,0.0,,453.2375,,7.636679,,8.265382,7.445116,16.46922,2019,21.89538,292.88,0.93079,0.11526441,19.73,3.058,371.8932829208888,1.1676234666890013,7.199445874385471,5.531916133600775,6.581660623577717,5.529859950440879,0.6177852508077537,0.0020561831598957,1.60450933705769,345.3459719205027,403.0390887776556,17,0.0,0.4958
123,US-PFi,45.9749,-90.2327,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:04.152,0.0834978818893432,-0.2121856808662414,2.390955209732056,0.3481855988502502,73.25213910420483,4.0,3823,45.9749,-90.2327,5528,7,15TYL,6/27/19 11:42,41:13.2,,,,,,,,0.948,,284.72,1.8,,,,,,,,,238.90193950512457,,,,,,,,456.21506,,6.8201175,,7.4513407,6.7863774,21.061438,2019,,284.72,0.9248171,0.12853381,11.57,3.058,371.6472976050831,12.621770495369091,99.32882048325808,127.37622631806464,28.624707165235648,11.397911050971548,70.70411331802244,115.9783152670931,30.70697650098317,,353.2575199834563,17,0.0,0.4958
124,US-PFi,45.9749,-90.2327,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:04.152,0.0834978818893432,-0.2121856808662414,2.390955209732056,0.3481855988502502,73.25213910420483,4.0,3824,45.9749,-90.2327,5528,7,15TYL,6/27/19 11:42,41:13.2,,,,,,,,0.948,,284.72,1.8,,,,,,,,,238.90193950512457,,,,,,,,456.21506,,6.8201175,,7.4513407,6.7863774,21.061438,2019,,284.72,0.9248171,0.12853381,11.57,3.058,371.6472976050831,12.621770495369091,99.32882048325808,127.37622631806464,28.624707165235648,11.397911050971548,70.70411331802244,115.9783152670931,30.70697650098317,,353.2575199834563,17,0.0,0.4958
125,US-PFi,45.9749,-90.2327,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:04.152,0.0834978818893432,-0.2121856808662414,2.390955209732056,0.3481855988502502,73.25213910420483,4.0,3825,45.9749,-90.2327,5528,7,15TYL,6/27/19 11:42,41:13.2,,,,,,,,0.948,,284.72,1.8,,,,,,,,,238.90193950512457,,,,,,,,456.21506,,6.8201175,,7.4513407,6.7863774,21.061438,2019,,284.72,0.9248171,0.12853381,11.57,3.058,371.6472976050831,12.621770495369091,99.32882048325808,127.37622631806464,28.624707165235648,11.397911050971548,70.70411331802244,115.9783152670931,30.70697650098317,,353.2575199834563,17,0.0,0.4958
126,US-PFi,45.9749,-90.2327,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:04.152,0.0834978818893432,-0.2121856808662414,2.390955209732056,0.3481855988502502,73.25213910420483,4.0,3826,45.9749,-90.2327,5528,7,15TYM,6/27/19 11:42,41:13.2,,,,,,,,0.948,,284.56,1.8,,,,,,,,,238.90193950512457,,,,,,,,452.13074,,6.8045754,,7.449773,6.766313,21.059227,2019,,284.56,0.9248171,0.12853381,11.41,3.058,371.6472976050831,12.621770495369091,99.32882048325808,127.37622631806464,28.624707165235648,11.397911050971548,70.70411331802244,115.9783152670931,30.70697650098317,,352.46412889841184,17,0.0,0.4958
127,US-PFi,45.9749,-90.2327,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:04.152,0.0834978818893432,-0.2121856808662414,2.390955209732056,0.3481855988502502,73.25213910420483,4.0,3827,45.9749,-90.2327,5528,7,15TYM,6/27/19 11:42,41:13.2,,,,,,,,0.948,,284.56,1.8,,,,,,,,,238.90193950512457,,,,,,,,452.13074,,6.8045754,,7.449773,6.766313,21.059227,2019,,284.56,0.9248171,0.12853381,11.41,3.058,371.6472976050831,12.621770495369091,99.32882048325808,127.37622631806464,28.624707165235648,11.397911050971548,70.70411331802244,115.9783152670931,30.70697650098317,,352.46412889841184,17,0.0,0.4958
128,US-PFi,45.9749,-90.2327,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:04.152,0.0834978818893432,-0.2121856808662414,2.390955209732056,0.3481855988502502,73.25213910420483,4.0,3828,45.9749,-90.2327,5528,7,15TYM,6/27/19 11:42,41:13.2,,,,,,,,0.948,,284.56,1.8,,,,,,,,,238.90193950512457,,,,,,,,452.13074,,6.8045754,,7.449773,6.766313,21.059227,2019,,284.56,0.9248171,0.12853381,11.41,3.058,371.6472976050831,12.621770495369091,99.32882048325808,127.37622631806464,28.624707165235648,11.397911050971548,70.70411331802244,115.9783152670931,30.70697650098317,,352.46412889841184,17,0.0,0.4958
