Unnamed: 0.1,tower,lat,lon,orbit,scene,tile,time_UTC,date_UTC,doy,time_solar,AOT,COT,vapor_gccm,ozone_cm,SZA,KG,Unnamed: 0,lat_Y,lon_Y,orbit_Y,scene_Y,tile_Y,time_UTC_Y,time_solar_Y,BESSinst,ESI,ESIdaily,ESIdailyUncertainty,ETdaily,ETdailyUncertainty,ETinstUncertainty,EmisWB,GPP,LST,LST_err,MOD16inst,NDVI-UQ,PET,PTJPLSMcanopy,PTJPLSMinst,PTJPLSMinterception,PTJPLSMsoil,RH,Rg,Rn,SM,STICcanopy,STICinst,Ta,WUE,albedo-UQ,height,radiance_1,radiance_2,radiance_3,radiance_4,radiance_5,view_zenith,year,Ta_C,ST_K,NDVI,albedo,ST_C,elevation_km,Ra,UV,VIS,NIR,VISdiff,NIRdiff,VISdir,NIRdir,SWout,LWin,LWout,hour_of_day,Topt,fAPARmax
32,US-Ha2,42.5393,-72.1779,16545,9,18TYN,2021-06-06 00:00:00,2021-06-06,157,2021-06-05 19:11:17.304,0.1580537557601928,6.291106224060059,3.304394483566284,0.3281721472740173,87.13777726188864,4.0,1443,42.5393,-72.1779,16545,9,18TYN,6/6/21 17:00,11:32.3,320.03006,0.83992064,1.0,0.006,5.34121285,0.06,143.7895,0.972,32.907112,304.24,2.0,656.4828,,570.99945,0.8347138,479.59424,0.11610399,0.049182195,0.5647441,8.021242173166561,0.0,0.23271056,0.4131186,269.84036,27.764936,0.0,,342.8709,,9.080948,,9.524363,8.392868,16.72441,2021,27.764936,304.24,0.8580071,0.09422539,31.09,0.058,64.60335225682363,0.6839611205754258,3.950071934423614,3.378337134696507,2.757085593005316,3.3724778280066845,1.192986341418298,0.0058593066898224,0.7558046720510668,392.8069017100996,472.21816897981086,19,0.0,0.5545
33,US-Ha2,42.5393,-72.1779,16564,9,18TYN,2021-06-07 00:00:00,2021-06-07,158,2021-06-06 19:11:17.304,0.1740078032016754,0.810637354850769,3.296921491622925,0.3326440751552582,87.05782047457738,4.0,1445,42.5393,-72.1779,16564,9,18TYN,6/7/21 22:42,53:33.3,,,,,,,,0.893,,287.06,2.64,,,,,,,,,12.812825317990006,,,,,,,,342.05493,,7.368118,,7.790449,6.9042225,18.492247,2021,,287.06,0.8722802,0.09422249,13.91,0.058,66.39027298757397,0.9531532555660708,6.083666426083229,5.7867906628397785,2.7399149169842656,5.773449172640293,3.343751509098964,0.013341490199485,1.2072563053960603,,343.83759409918576,19,0.0,0.5545
34,US-Ha2,42.5393,-72.1779,16729,10,18TYN,2021-06-18 00:00:00,2021-06-18,169,2021-06-17 19:11:17.304,0.0753058493137359,0.0306516345590353,1.3747539520263672,0.3639144897460937,86.4935827354725,4.0,1455,42.5393,-72.1779,16729,10,18TYN,6/18/21 12:21,32:55.3,171.71695,0.83814466,1.0,0.00372,5.4571065,0.0372,104.01232,0.976,15.658676,288.86,1.24,295.28586,,215.24089,0.82049435,179.12453,0.11966765,0.059837993,0.57009715,19.28457717830708,0.0,0.19688156,0.0,1.7545791,16.541555,0.0,,344.85944,,7.2808867,,7.88381,7.2889686,14.134657,2021,16.541555,288.86,0.8347391,0.09730142,15.71,0.058,78.94418125237677,1.3256638443834992,8.947732052206693,8.979670105527806,7.656124338801147,8.85529762908346,1.2916077134055453,0.1243724764443463,1.8764167435488723,312.1919572616745,385.310304501252,19,0.0,0.5545
35,US-Ha2,42.5393,-72.1779,16824,11,18TYN,2021-06-24 00:00:00,2021-06-24,175,2021-06-23 19:11:17.304,0.0487757287919521,0.2823735475540161,1.2542479038238523,0.3504547774791717,86.43431524043191,4.0,1461,42.5393,-72.1779,16824,11,18TYN,6/24/21 15:42,53:55.3,276.1175,0.8358191,1.0,0.003,5.206722,0.03,142.85706,0.974,28.49868,294.5,1.0,667.1291,,523.6712,0.877596,437.74207,0.0516701,0.07049818,0.46389413,18.933870685459603,0.0,0.20039469,0.79203314,512.1083,21.06832,0.0,,346.30667,,8.115538,,8.627883,7.8627644,17.482677,2021,21.06832,294.5,0.826679,0.099020615,21.35,0.058,80.22603630428735,1.336213324366077,9.08054580244217,8.560371572592308,4.323286756785183,8.538204796972343,4.757259045656988,0.022166775619965,1.874843519604681,334.42788714232137,415.4428909494679,19,0.0,0.5545
36,US-Ha2,42.5393,-72.1779,16836,8,18TYN,2021-06-25 00:00:00,2021-06-25,176,2021-06-24 19:11:17.304,0.0698211342096328,1.3875088691711426,1.7140966653823853,0.3399568498134613,86.44164122880662,4.0,1463,42.5393,-72.1779,16836,8,18TYN,6/25/21 10:03,14:35.3,,,,,,,,0.946,,282.0,2.0,,,,,,,,,15.15733360768855,,,,,,,,343.1534,,6.5572696,,7.251596,6.742607,25.072527,2021,,282.0,0.82786006,0.11997324,8.85,0.058,80.0557655968392,1.2204195512103233,7.680623562917322,6.256376095210149,3.66447331653982,6.238236306178679,4.016150246377503,0.01813978903147,1.818474422675284,,339.2335116149601,19,0.0,0.5545
37,US-Ha2,42.5393,-72.1779,16870,11,18TYN,2021-06-27 00:00:00,2021-06-27,178,2021-06-26 19:11:17.304,0.2082106471061706,9.425626754760742,4.408686637878418,0.2924185693264007,86.4710193161676,4.0,1465,42.5393,-72.1779,16870,11,18TYN,6/27/21 14:58,09:49.3,338.45935,0.8477266,1.0,0.00612,3.41383645,0.061199997,66.148796,0.954,23.963116,288.64,2.04,361.29602,,301.35693,0.625607,255.64781,0.32511875,0.048942883,0.73614717,8.277012740939705,15.936549093382189,0.16724594,0.22564907,197.298,25.030497,0.0,,344.88718,,7.3719077,,8.030942,7.3464017,23.336432,2021,25.030497,288.64,0.83122486,0.14655812,15.49,0.058,79.38684211768829,0.7261703081752574,4.248230015659939,3.294957561596002,3.3718128175323843,3.292336869718283,0.8764171981275544,0.0026206918777189,1.21306342652817,384.35156861641246,375.4789688374418,19,0.0,0.5545
38,US-Ha2,42.5393,-72.1779,16885,11,18TYN,2021-06-28 00:00:00,2021-06-28,179,2021-06-27 19:11:17.304,0.2094256281852722,0.6648356914520264,3.2399373054504395,0.2939861416816711,86.49305753881954,4.0,1467,42.5393,-72.1779,16885,11,18TYN,6/28/21 14:11,22:38.3,364.77725,0.80938405,1.0,0.0066,3.9016083,0.066,70.66886,0.95,29.456871,298.28,2.2,535.296,,465.77475,0.7687734,376.87656,0.2029828,0.028300166,0.6440087,15.980284933266978,0.0,0.15046313,0.88181436,377.0066,27.85313,0.0,,343.40704,,8.512752,,8.964722,7.8996706,15.568892,2021,27.85313,298.28,0.85231,0.14748809,25.13,0.058,78.88851008428672,1.1631854829816053,7.667870074988696,7.161110016966203,3.4294064634617976,7.147185791935455,4.238463611526898,0.013924225030748,2.356901702463324,400.3205153624588,426.4138687633341,19,0.0,0.5545
39,US-Ha2,42.5393,-72.1779,17339,11,18TYN,2021-07-27 00:00:00,2021-07-27,208,2021-07-26 19:11:17.304,0.501049816608429,2.791656255722046,2.669298887252808,0.3338212668895721,89.16278258634937,4.0,1479,42.5393,-72.1779,17339,11,18TYN,7/27/21 20:58,09:31.3,113.15684,0.8504602,1.0,0.00612,5.26676875,0.061199997,90.163086,0.96,10.284275,295.24,2.04,337.41086,,285.44724,0.79471743,242.9521,0.13796654,0.06731602,0.59396076,2.601695556280819,0.0,0.21582265,0.9403318,135.96538,26.010445,0.0,,343.76828,,7.9990993,,8.547003,7.5807047,4.18631,2021,26.010445,295.24,0.8349962,0.04440145,22.09,0.058,18.904059320395817,0.1908400806140262,1.1946313617158246,1.2151759164490266,0.6609184767251475,1.2131593168018755,0.5337128849906771,0.0020165996471508,0.1155190551574249,381.3999850449256,413.60254081181023,19,0.0,0.5545
40,US-Ha2,42.5393,-72.1779,17339,11,18TYN,2021-07-27 00:00:00,2021-07-27,208,2021-07-26 19:11:17.304,0.501049816608429,2.791656255722046,2.669298887252808,0.3338212668895721,89.16278258634937,4.0,1480,42.5393,-72.1779,17339,11,18TYN,7/27/21 20:58,09:31.3,113.15684,0.8504602,1.0,0.00612,5.26676875,0.061199997,90.163086,0.96,10.284275,295.24,2.04,337.41086,,285.44724,0.79471743,242.9521,0.13796654,0.06731602,0.59396076,2.601695556280819,0.0,0.21582265,0.9403318,135.96538,26.010445,0.0,,343.76828,,7.9990993,,8.547003,7.5807047,4.18631,2021,26.010445,295.24,0.8349962,0.04440145,22.09,0.058,18.904059320395817,0.1908400806140262,1.1946313617158246,1.2151759164490266,0.6609184767251475,1.2131593168018755,0.5337128849906771,0.0020165996471508,0.1155190551574249,381.3999850449256,413.60254081181023,19,0.0,0.5545
41,US-Ha2,42.5393,-72.1779,17818,12,18TYN,2021-08-27 00:00:00,2021-08-27,239,2021-08-26 19:11:17.304,0.2580990493297577,0.3973326086997986,3.643937349319458,0.2885426878929138,95.51942539645064,4.0,1510,42.5393,-72.1779,17818,12,18TYN,8/27/21 14:20,31:29.3,312.8788,0.8600064,1.0,0.00672,4.826832,0.0672,65.85152,0.956,25.654137,300.14,2.24,484.23282,,420.72116,0.73917127,358.12482,0.18612874,0.06796736,0.643982,0.0,0.0,0.211868,0.78286,335.1565,27.630795,0.0,,343.5546,,8.639777,,9.073662,7.9901443,24.943956,2021,27.630795,300.14,0.83330095,0.07285052,26.99,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.500607419609,439.9107586937968,19,0.0,0.5545
42,US-Ha2,42.5393,-72.1779,17926,13,18TYN,2021-09-03 00:00:00,2021-09-03,246,2021-09-02 19:11:17.304,0.0908781141042709,8.711677551269531,1.92340886592865,0.3323099613189697,97.27641907125526,4.0,1512,42.5393,-72.1779,17926,13,18TYN,9/3/21 12:05,16:34.3,,,,,,,,0.976,,283.86,1.4,,,,,,,,,0.0,,,,,,,,345.24237,,6.6351304,,7.259437,6.771924,18.779875,2021,,283.86,0.6579005,0.11548694,10.71,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,359.31702046070683,19,0.0,0.5545
43,US-Ha2,42.5393,-72.1779,17941,13,18TYN,2021-09-04 00:00:00,2021-09-04,247,2021-09-03 19:11:17.304,0.0534358881413936,0.0020168526098132,2.0089564323425293,0.3211182355880737,97.53353825364631,4.0,1514,42.5393,-72.1779,17941,13,18TYN,9/4/21 11:18,29:31.3,,,,,,,,0.966,,283.2,1.28,,,,,,,,,0.0,,,,,,,,344.77148,,6.6053696,,7.2807245,6.823559,19.577385,2021,,283.2,0.65782624,0.11537339,10.05,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,352.33947334365314,19,0.0,0.5545
44,US-Ha2,42.5393,-72.1779,17987,13,18TYN,2021-09-07 00:00:00,2021-09-07,250,2021-09-06 19:11:17.304,0.0674339979887008,-0.1112290173768997,1.8563153743743896,0.3111057877540588,98.31254433943268,4.0,1516,42.5393,-72.1779,17987,13,18TYN,9/7/21 10:33,45:11.3,,,,,,,,0.966,,282.9,1.44,,,,,,,,,0.0,,,,,,,,342.8807,,6.6125894,,7.2550397,6.8549485,21.635624,2021,,282.9,0.60414886,0.109741576,9.75,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,350.8488800929326,19,0.0,0.5545
45,US-Ha2,42.5393,-72.1779,18579,11,18TYN,2021-10-15 00:00:00,2021-10-15,288,2021-10-14 19:11:17.304,0.0707077234983444,3.241264581680298,2.833171367645264,0.2607493996620178,108.40153998060096,4.0,1536,42.5393,-72.1779,18579,11,18TYN,10/15/21 13:33,44:58.3,74.42164,0.9179156,,,0.75135165,,14.5521345,0.976,15.796729,291.12,2.24,64.14148,,48.92021,0.46208888,44.918297,0.5367125,0.0,0.8309641,0.0,0.0,0.2579292,0.3804704,46.510803,16.925325,0.0,,344.56842,,7.379781,,7.961825,7.2202954,14.3151,2021,16.925325,291.12,0.9884492,0.16121484,17.97,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0484188991469,397.5110140040412,19,0.0,0.5545
46,US-Ha2,42.5393,-72.1779,18594,10,18TYN,2021-10-16 00:00:00,2021-10-16,289,2021-10-15 19:11:17.304,0.1420181542634964,2.615025281906128,3.730670928955078,0.2612468898296356,108.65286381590803,4.0,1538,42.5393,-72.1779,18594,10,18TYN,10/16/21 12:46,58:12.3,,,,,,,,0.944,,279.52,2.44,,,,,,,,,0.0,,,,,,,,342.7444,,6.3154116,,7.048233,6.566849,27.087616,2021,,279.52,0.983789,0.16109064,6.37,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,326.7643908614122,19,0.0,0.5545
47,US-Ha2,42.5393,-72.1779,18640,8,18TYN,2021-10-19 00:00:00,2021-10-19,292,2021-10-18 19:11:17.304,0.0553050637245178,18.478599548339844,1.216068148612976,0.3297488987445831,109.39627950847355,4.0,1540,42.5393,-72.1779,18640,8,18TYN,10/19/21 12:01,13:08.3,,,,,,,,0.97,,276.26,1.08,,,,,,,,,0.0,,,,,,,,343.76352,,5.6574273,,6.383099,6.0627565,15.007524,2021,,276.26,0.7906139,0.061668534,3.11,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,320.3722877707225,19,0.0,0.5545
48,US-Ha2,42.5393,-72.1779,18655,9,18TYN,2021-10-20 00:00:00,2021-10-20,293,2021-10-19 19:11:17.304,0.0860761329531669,-0.0065243588760495,1.6368299722671509,0.3109351396560669,109.64031929500236,4.0,1542,42.5393,-72.1779,18655,9,18TYN,10/20/21 11:15,26:19.3,,,,,,,,0.972,,281.72,1.4,,,,,,,,,0.0,,,,,,,,343.4247,,6.3980913,,7.046041,6.6741705,24.286106,2021,,281.72,0.808521,0.07135457,8.57,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,347.174774562651,19,0.0,0.5545
49,US-Ha2,42.5393,-72.1779,18735,12,18TYN,2021-10-25 00:00:00,2021-10-25,298,2021-10-24 19:11:17.304,0.1294064372777938,4.33316707611084,1.638202667236328,0.2740095257759094,110.82896937958982,4.0,1544,42.5393,-72.1779,18735,12,18TYN,10/25/21 15:24,35:38.3,44.298317,0.9711833,1.0,0.00552,0.37647433,0.0552,12.149736,0.926,4.245947,275.22,1.84,36.857124,,21.404163,0.15367527,20.61736,0.7367219,0.10872176,0.94618213,0.0,0.0,0.24362071,0.0,13.783578,7.929068,0.0,,342.4602,,5.777821,,6.4180965,5.9315314,16.387033,2021,7.929068,275.22,0.7705631,0.07048417,2.07,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.7847281842187,301.26045459810763,19,0.0,0.5545
50,US-Ha2,42.5393,-72.1779,18858,12,18TYN,2021-11-02 00:00:00,2021-11-02,306,2021-11-01 19:11:17.304,0.0523346066474914,0.1524503082036972,0.8576900362968445,0.2793730497360229,112.60397373991906,4.0,1549,42.5393,-72.1779,18858,13,18TYN,11/2/21 12:20,31:35.3,,,,,,,,0.926,,277.12,1.08,,,,,,,,,0.0,,,,,,,,344.53058,,5.37599,,5.9494815,5.7629004,17.81026,2021,,277.12,0.6706421,0.124154694,3.97,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,309.6660870532121,19,0.0,0.5545
51,US-Ha2,42.5393,-72.1779,18858,12,18TYN,2021-11-02 00:00:00,2021-11-02,306,2021-11-01 19:11:17.304,0.0523346066474914,0.1524503082036972,0.8576900362968445,0.2793730497360229,112.60397373991906,4.0,1550,42.5393,-72.1779,18858,13,18TYN,11/2/21 12:20,31:35.3,,,,,,,,0.926,,277.12,1.08,,,,,,,,,0.0,,,,,,,,344.53058,,5.37599,,5.9494815,5.7629004,17.81026,2021,,277.12,0.6706421,0.1241547,3.97,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,309.6660870532121,19,0.0,0.5545
52,US-NR1,40.0329,-105.5464,5578,2,13TDE,2019-06-30 00:00:00,2019-06-30,181,2019-06-29 16:57:48.864,0.0702225714921951,29.60137367248535,1.8358056545257568,0.2866793870925903,63.71798265039278,4.0,2435,40.0329,-105.5464,5578,2,13TDE,6/30/19 17:16,14:05.9,186.72226,0.63343924,1.0,0.00384,4.57303585,0.038399998,236.41177,0.978,20.945042,296.56,1.28,652.4258,,469.55264,0.64609605,298.56766,0.07335264,0.27572626,0.48868963,82.5738723310428,0.0,0.3667138,0.0,3.058833,18.541056,0.0,,3042.9072,,8.328244,,8.8251,7.932323,5.955201,2019,18.541056,296.56,0.6883051,0.024569595,23.41,0.036,571.0243266591307,6.534746760759572,42.13148024690538,33.833707788265166,38.494854466496896,33.828722639021535,3.636625780408487,0.0049851492436303,2.0288066007554275,319.69287731947486,428.9437312220173,16,0.0,0.44620000000000004
53,US-NR1,40.0329,-105.5464,5578,2,13TDE,2019-06-30 00:00:00,2019-06-30,181,2019-06-29 16:57:48.864,0.0702225714921951,29.60137367248535,1.8358056545257568,0.2866793870925903,63.71798265039278,4.0,2436,40.0329,-105.5464,5578,2,13TDE,6/30/19 17:16,14:05.9,186.72226,0.63343924,1.0,0.00384,4.57303585,0.038399998,236.41177,0.978,20.945042,296.56,1.28,652.4258,,469.55264,0.64609605,298.56766,0.07335264,0.27572626,0.48868963,82.5738723310428,0.0,0.3667138,0.0,3.058833,18.541056,0.0,,3042.9072,,8.328244,,8.8251,7.932323,5.955201,2019,18.541056,296.56,0.6883051,0.024569595,23.41,0.036,571.0243266591307,6.534746760759572,42.13148024690538,33.833707788265166,38.494854466496896,33.828722639021535,3.636625780408487,0.0049851492436303,2.0288066007554275,319.69287731947486,428.9437312220173,16,0.0,0.44620000000000004
54,US-PFd,45.9689,-90.301,3713,3,15TYL,2019-03-02 00:00:00,2019-03-02,61,2019-03-01 17:58:47.760,0.2648589313030243,49.15287399291992,0.6346811056137085,0.3985928893089294,95.448093152945,4.0,3210,45.9689,-90.301,3713,3,15TYL,3/2/19 15:27,26:01.8,0.0,0.0,0.060463082,0.00216,0.005,0.0216,0.0,0.872,0.0,322.48,0.72,0.0,,0.0,0.0,0.0,0.0,0.0,0.7766353,0.0,0.0,0.268448,0.0,0.0,-7.4685864,0.0,,433.40457,11.794498,10.767026,10.456466,11.747951,10.210275,27.635965,2019,-7.4685864,322.48,0.12711097,0.4550993,49.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0516108973745,534.7352376012569,17,0.0,0.47390000000000004
55,US-PFd,45.9689,-90.301,5116,8,15TYL,2019-05-31 00:00:00,2019-05-31,151,2019-05-30 17:58:47.760,0.7553602457046509,0.8215614557266235,2.4705629348754883,0.344499260187149,74.41382006970552,4.0,3215,45.9689,-90.301,5116,8,15TYL,5/31/19 22:42,41:05.8,58.852818,0.5639979,1.0,0.00516,2.85242035,0.051599998,74.238,0.962,10.166892,293.72,1.72,253.64449,,185.28389,0.40976745,103.95883,0.2202342,0.37700412,0.62816405,138.98505752180753,59.02849101852769,0.29827654,0.3193008,94.54149,19.520475,0.0,,434.37387,,7.743926,,8.349849,7.4763117,15.106736,2019,19.520475,293.72,0.6469184,0.069605626,20.57,0.33,348.1932549649855,7.120412941258726,62.31711265487789,69.33346470108144,27.42150060373633,68.14363230243156,34.895612051141555,1.1898323986498838,9.674141933451423,335.7122421134727,405.9946666833012,17,0.0,0.47390000000000004
56,US-PFd,45.9689,-90.301,5116,8,15TYL,2019-05-31 00:00:00,2019-05-31,151,2019-05-30 17:58:47.760,0.7553602457046509,0.8215614557266235,2.4705629348754883,0.344499260187149,74.41382006970552,4.0,3216,45.9689,-90.301,5116,8,15TYM,5/31/19 22:42,41:05.8,51.353096,0.56825006,1.0,0.00516,2.7109152,0.051599998,74.60122,0.962,10.29393,293.74,1.72,242.26201,,174.78024,0.4369859,99.14098,0.19564623,0.36736786,0.6115485,138.98505752180753,51.084643694456986,0.2998049,0.25952756,81.90652,18.538057,0.0,,434.37387,,7.7497873,,8.349849,7.4766655,15.117718,2019,18.538057,293.74,0.6469184,0.069605626,20.59,0.33,348.1932549649855,7.120412941258726,62.31711265487789,69.33346470108144,27.42150060373633,68.14363230243156,34.895612051141555,1.1898323986498838,9.674141933451423,327.87898613792044,406.1052580318196,17,0.0,0.47390000000000004
57,US-PFd,45.9689,-90.301,5223,8,15TYL,2019-06-07 00:00:00,2019-06-07,158,2019-06-06 17:58:47.760,0.083460509777069,0.0007204583380371,2.117817640304565,0.3171888291835785,73.77636884247914,4.0,3221,45.9689,-90.301,5223,8,15TYL,6/7/19 20:09,07:48.8,395.70602,0.49225327,1.0,0.00564,5.43082285,0.056399997,137.56273,0.954,50.0,298.48,1.88,623.24927,,518.208,0.5286323,255.41629,0.27282256,0.18899815,0.62822783,250.0324594596957,185.05591423435317,0.27872992,0.77895844,336.20364,25.42772,0.0,,432.70303,,8.38891,,8.833557,7.7614145,26.422989,2019,25.42772,298.48,0.7878738,0.0608453,25.33,0.33,361.37260207198096,12.131720866782324,113.34413990181118,125.66926849033496,27.15861003616056,12.540196350270492,86.18552986565062,113.12907214006448,15.213300005563022,379.5956820253437,429.35892724512325,17,0.0,0.47390000000000004
58,US-PFd,45.9689,-90.301,5223,8,15TYL,2019-06-07 00:00:00,2019-06-07,158,2019-06-06 17:58:47.760,0.083460509777069,0.0007204583380371,2.117817640304565,0.3171888291835785,73.77636884247914,4.0,3222,45.9689,-90.301,5223,8,15TYM,6/7/19 20:09,07:48.8,386.33557,0.50487274,1.0,0.00564,5.4903033,0.056399997,134.78468,0.952,50.0,298.74,1.88,613.7771,,505.158,0.5008552,255.49742,0.259597,0.22698003,0.6240846,250.0324594596957,185.44925339740232,0.27846232,0.7773695,329.70773,25.595076,0.0,,432.70303,,8.434695,,8.833557,7.756616,26.432673,2019,25.595076,298.74,0.7878738,0.0608453,25.59,0.33,361.37260207198096,12.131720866782324,113.34413990181118,125.66926849033496,27.15861003616056,12.540196350270492,86.18552986565062,113.12907214006448,15.213300005563022,380.5837372394026,429.95364329613295,17,0.0,0.47390000000000004
59,US-PFd,45.9689,-90.301,5238,8,15TYL,2019-06-08 00:00:00,2019-06-08,159,2019-06-07 17:58:47.760,0.0944953262805938,-1.4606525837734807e-05,2.366107940673828,0.3156200051307678,73.70343565811325,4.0,3224,45.9689,-90.301,5238,8,15TYL,6/8/19 19:20,18:47.8,365.0529,0.52437943,1.0,0.003,4.17244585,0.03,150.93475,0.974,50.0,303.86,1.0,653.23584,,531.3392,0.6577877,282.04016,0.17703395,0.16258359,0.5653494,247.9865877927122,126.26777477235332,0.2903695,0.5836528,291.69342,24.080494,0.0,,434.31387,,9.536848,,9.835861,8.809333,4.375717,2019,24.080494,303.86,0.7968123,0.060818054,30.71,0.33,362.8678565692079,12.383821373988232,114.21896859015555,122.42731947860342,28.26605260452985,12.73356891157453,85.95291598562571,109.6937505670289,15.082061687652914,364.1934027660647,470.8301540987706,17,0.0,0.47390000000000004
60,US-PFd,45.9689,-90.301,5238,8,15TYL,2019-06-08 00:00:00,2019-06-08,159,2019-06-07 17:58:47.760,0.0944953262805938,-1.4606525837734807e-05,2.366107940673828,0.3156200051307678,73.70343565811325,4.0,3225,45.9689,-90.301,5238,8,15TYM,6/8/19 19:20,18:47.8,361.88156,0.54204714,1.0,0.003,4.2461796,0.03,146.06535,0.97,50.0,304.02,1.0,639.48083,,520.5672,0.62050843,280.7697,0.16843733,0.21105425,0.5682258,247.9865877927122,130.68856378552687,0.290876,0.5885161,287.01093,24.509567,0.0,,434.31387,,9.537054,,9.846713,8.763021,4.375717,2019,24.509567,304.02,0.7968123,0.060818054,30.87,0.33,362.8678565692079,12.383821373988232,114.21896859015555,122.42731947860342,28.26605260452985,12.73356891157453,85.95291598562571,109.6937505670289,15.082061687652914,367.66898350987407,469.8849458294065,17,0.0,0.47390000000000004
61,US-PFd,45.9689,-90.301,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:58:47.760,0.2246874868869781,152.29849243164062,3.037966251373291,0.3624758422374725,73.32283830270323,4.0,3240,45.9689,-90.301,5345,8,15TYL,6/15/19 16:46,45:22.8,341.31964,0.5714731,1.0,0.0036,4.5262308,0.036000002,209.29903,0.966,50.0,292.74,1.2,673.04315,,486.9013,0.7364761,278.51273,0.12497553,0.14478165,0.52962446,5.041755335215377,0.0,0.26886767,0.0,93.97395,16.974813,0.0,,434.6369,,7.689471,,8.308028,7.496535,10.140103,2019,16.974813,292.74,0.7994443,0.04334415,19.59,0.33,370.59124691507714,0.5267898605723783,3.092110779050583,1.4151924650876158,2.8266964748063885,1.414970281803271,0.2654143042441945,0.0002221832843447,0.2185305995128756,312.4512220222249,402.2690119231686,17,0.0,0.47390000000000004
62,US-PFd,45.9689,-90.301,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:58:47.760,0.2246874868869781,152.29849243164062,3.037966251373291,0.3624758422374725,73.32283830270323,4.0,3241,45.9689,-90.301,5345,8,15TYL,6/15/19 16:46,45:22.8,341.31964,0.5714731,1.0,0.0036,4.5262308,0.036000002,209.29903,0.966,50.0,292.74,1.2,673.04315,,486.9013,0.7364761,278.51273,0.12497553,0.14478165,0.52962446,5.041755335215377,0.0,0.26886767,0.0,93.97395,16.974813,0.0,,434.6369,,7.689471,,8.308028,7.496535,10.140103,2019,16.974813,292.74,0.7994443,0.04334415,19.59,0.33,370.59124691507714,0.5267898605723783,3.092110779050583,1.4151924650876158,2.8266964748063885,1.414970281803271,0.2654143042441945,0.0002221832843447,0.2185305995128756,312.4512220222249,402.2690119231686,17,0.0,0.47390000000000004
63,US-PFd,45.9689,-90.301,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:58:47.760,0.2246874868869781,152.29849243164062,3.037966251373291,0.3624758422374725,73.32283830270323,4.0,3242,45.9689,-90.301,5345,8,15TYM,6/15/19 16:46,45:22.8,343.3803,0.5685015,1.0,0.0036,4.6212965,0.036000002,236.03058,0.966,50.0,292.24,1.2,673.32996,,492.04877,0.7192558,275.4705,0.13365373,0.14709045,0.53159267,5.041755335215377,0.0,0.2724123,0.0,2.6592937,17.289558,0.0,,434.6369,,7.658051,,8.281962,7.488092,10.149901,2019,17.289558,292.24,0.7994443,0.04334415,19.09,0.33,370.59124691507714,0.5267898605723783,3.092110779050583,1.4151924650876158,2.8266964748063885,1.414970281803271,0.2654143042441945,0.0002221832843447,0.2185305995128756,314.5705608991542,399.5277427315726,17,0.0,0.47390000000000004
64,US-PFd,45.9689,-90.301,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:58:47.760,0.2246874868869781,152.29849243164062,3.037966251373291,0.3624758422374725,73.32283830270323,4.0,3243,45.9689,-90.301,5345,8,15TYM,6/15/19 16:46,45:22.8,343.3803,0.5685015,1.0,0.0036,4.6212965,0.036000002,236.03058,0.966,50.0,292.24,1.2,673.32996,,492.04877,0.7192558,275.4705,0.13365373,0.14709045,0.53159267,5.041755335215377,0.0,0.2724123,0.0,2.6592937,17.289558,0.0,,434.6369,,7.658051,,8.281962,7.488092,10.149901,2019,17.289558,292.24,0.7994443,0.04334415,19.09,0.33,370.59124691507714,0.5267898605723783,3.092110779050583,1.4151924650876158,2.8266964748063885,1.414970281803271,0.2654143042441945,0.0002221832843447,0.2185305995128756,314.5705608991542,399.5277427315726,17,0.0,0.47390000000000004
